full_name,gender,certainty
Heng Liu,m,0.88
Dominic Sena,m,0.99
Bernd Lichtenberg,m,1.0
Adar Beck,m,0.76
Vince Locke,m,0.99
Robert Knott,m,1.0
Phyllis Applegate,f,1.0
Richard Cant,m,1.0
Trevante Rhodes,m,1.0
Waad Mohammed,f,0.91
Hamish McColl,m,1.0
Fredrik Bond,m,1.0
Steve Pemberton,m,1.0
Zach Woods,m,1.0
Susanna Fogel,f,0.99
Imelda Staunton,f,0.99
Ashley Sommers,f,0.95
Christopher Coakley,m,1.0
Mike Rich,m,1.0
Sebastian Faulks,m,1.0
Peter Sohn,m,1.0
Dylan Moran,m,0.99
Alfonso Gomez-Rejon,m,0.99
Tim Fehlbaum,m,1.0
Gabrielle Allan,f,0.99
Óscar Jaenada,m,0.99
Laia Costa,f,0.99
Ulrich Tukur,m,0.99
Freedom Writers,m,0.8
"Stephen Hillenburg, Mark Osborne",m,1.0
Hye-ja Kim,f,1.0
Peter Dexter,m,1.0
Jantje Friese,f,0.52
Ronald Everett Capps,m,1.0
Gabor Csupo,m,0.98
Martin Stringer,m,0.99
Elaine Goldsmith-Thomas,f,1.0
Sahr Ngaujah,f,0.57
Alicia Witt,f,0.99
Gene Hackman,m,0.82
Elle Fanning,f,0.96
Jason Schwartzman,m,1.0
Julie Bataille,f,0.99
Doga Zeynep Doguslu,f,0.57
Irwin Winkler,m,1.0
Tony Scott,m,0.99
Wallace Wolodarsky,m,0.99
Chris Terrio,m,0.91
George Lucas,m,0.99
Tyron Leitso,m,0.99
David Leigh,m,1.0
David Kajganich,m,1.0
Kristine Johnson,f,1.0
Mark Barrett,m,1.0
"Graham Annable, Anthony Stacchi",m,1.0
Graham Gordy,m,1.0
Sean Patrick Thomas,m,1.0
Madhur Bhandarkar,m,0.91
Mustafa Kamel,m,0.99
Raquel Alessi,f,0.99
Courtney Bell,f,0.9
Krzysztof Majchrzak,m,1.0
Toa Fraser,m,0.74
Matt Smith,m,1.0
Scott Walker,m,1.0
Gena Rowlands,f,0.84
Jon Croker,m,0.99
Hiu-Yan Choi,m,1.0
Steven Pearl,m,1.0
Jim McClain,m,1.0
Chris Cooper,m,0.91
Ashley Judd,f,0.95
Jack Reynor,m,0.99
Pedro Peirano,m,0.99
"Tetsuya Nomura, Takeshi Nozue",m,1.0
Logan Gillies,m,0.93
Katherine Press,f,1.0
Laurence Sterne,f,0.54
Elliot Cowan,m,0.98
Richard Kelly,m,1.0
Dave Bautista,m,1.0
Bo Zenga,m,0.77
Jovan Adepo,m,0.97
Stefanie Scott,f,0.99
Lars Saabye Christensen,m,1.0
John Musker,m,1.0
Tim Fehlbaum,m,1.0
Brandon T. Jackson,m,1.0
Jason Momoa,m,1.0
Sienna Miller,f,0.99
Víctor Santos,m,0.99
Ron Hansen,m,0.99
Julie Powell,f,0.99
Tim Story,m,1.0
Jeff Nichols,m,1.0
Todd Schroeder,m,1.0
Jessica Chastain,f,1.0
Tom Hudson,m,0.99
Oren Uziel,m,0.97
Bingbing Li,f,0.79
Nobuyuki Katsube,m,1.0
Adam Marcus,m,0.98
Hero Fiennes Tiffin,m,0.91
Kate Ashfield,f,0.99
Sheridan Jobbins,f,0.69
Vikas Swarup,m,1.0
Alicia Witt,f,0.99
Kwang-young Choi,m,1.0
Eili Harboe,f,0.65
Jan de Bont,m,0.89
Xavier Gens,m,0.99
Chris Butler,m,0.91
Matt Shakman,m,1.0
Paul Jesson,m,1.0
Michael Golamco,m,1.0
Thomas Vinterberg,m,1.0
Afiya Bennett,f,0.94
Randy T. Dinzler,m,0.99
Bill Raden,m,1.0
Tsuneo Kobayashi,m,1.0
Yuliya Peresild,f,1.0
Douglas McGrath,m,1.0
Elle Fanning,f,0.96
Ömer Faruk Sorak,m,0.99
Josef Altin,m,0.99
Mark Millar,m,1.0
Andy Mulligan,m,0.96
Markus Zusak,m,1.0
Kuo-Fu Chen,m,1.0
Richard Price,m,1.0
Anders Danielsen Lie,m,1.0
Domhnall Gleeson,m,0.99
Ryan Kwanten,m,0.99
Lin Oeding,f,0.67
Elan Mastai,m,0.75
Nitesh Tiwari,m,0.99
Seishi Minakami,m,0.87
Adam Sevani,m,0.98
Bob Barlen,m,0.99
Adrian Hodges,m,0.99
Mia Hansen-Løve,f,0.97
Matt Bondurant,m,1.0
Pablo Larraín,m,1.0
Ray Galletti,m,0.98
Lupita Nyong'o,f,0.99
Nicole Holofcener,f,1.0
Max Dankevich,m,0.99
Michael Fassbender,m,1.0
Emmanuèle Bernheim,f,1.0
Michael Caleo,m,1.0
"Jorge Blanco, Javier Abad",m,1.0
Antoine Fuqua,m,0.99
Te Aho Eketone-Whitu,f,0.68
Farhan Akhtar,m,0.98
Marla Frazee,f,1.0
Eric Summer,m,1.0
Peter Strickland,m,1.0
Colin Farrell,m,1.0
Adam Horowitz,m,0.98
Tony Shalhoub,m,0.99
Keir O'Donnell,m,0.95
Vishal Bhardwaj,m,1.0
Justin Bartha,m,0.99
Harry Melling,m,0.99
Don Thompson,m,0.99
Eugene Levy,m,0.99
Denise Di Novi,f,1.0
Annie Girardot,f,0.99
Diego Luna,m,1.0
Molly Harmon,f,0.99
E. Randol Schoenberg,m,0.65
Lee Eisenberg,m,0.75
Nana Mizuki,f,0.82
Eilis Kirwan,f,0.99
Michiel Huisman,m,1.0
Marisa Tomei,f,0.99
Payman Maadi,m,0.97
Alain Chabat,m,0.99
Karl Glusman,m,0.99
Mike Bender,m,1.0
Chris Jai Alex,m,0.91
Bryon Lerum,m,1.0
Sandra Nettelbeck,f,0.99
Idriss Abdillahi Houfaneh,m,0.98
Steven Spielberg,m,1.0
Dennis Drake,m,0.99
Isaac Marion,m,0.99
Vendela Vida,f,1.0
Pik Wah Lee,m,0.53
Anthony LaPaglia,m,1.0
Ira Levin,f,0.83
Mary-Louise Parker,f,1.0
Dennis Kelly,m,0.99
Michael Haneke,m,1.0
Tom Wheeler,m,0.99
Dean Parisot,m,0.99
Anders Walter,m,1.0
Steve Niles,m,1.0
Paul Rudnick,m,1.0
Olivia Milch,f,0.99
Devon Aoki,m,0.79
Marlon Wayans,m,0.99
Liz Jensen,f,1.0
Bryan Cranston,m,1.0
Shailene Woodley,f,0.98
Daniel Dae Kim,m,0.99
Billy Bob Thornton,m,0.98
István Szabó,m,1.0
Neal Purvis,m,1.0
Sheena Kamal,f,1.0
Mike Cerrone,m,1.0
Shayne Armstrong,m,0.73
Sándor Csányi,m,0.99
"Stephen Hillenburg, Mark Osborne",m,1.0
Daniel Betts,m,0.99
Billy Mitchell,m,0.98
Jim Abrahams,m,1.0
Michael Dudok de Wit,m,1.0
Martina Gedeck,f,0.99
Joseph Friend,m,0.99
Warren Lipka,m,1.0
Anika Noni Rose,f,0.98
Nicholas Martin,m,1.0
Ashley Eckstein,f,0.95
Chris Williams,m,0.91
Mark Fergus,m,1.0
David Auburn,m,1.0
Gore Verbinski,m,0.57
Josh Trank,m,1.0
Holly Goss,f,0.99
William Nack,m,1.0
Francis Lawrence,m,0.88
Erica Yates,f,1.0
DJ Pooh,m,0.95
David Birkin,m,1.0
Akiva Goldsman,m,0.93
Jim Rash,m,1.0
Robert Duvall,m,1.0
Henry Cavill,m,0.99
Mo'Nique,f,0.99
John Pearson,m,1.0
Diane Ruggiero-Wright,f,1.0
Anthony Bagarozzi,m,1.0
Martin Freeman,m,0.99
Jake Bernstein,m,0.99
Jamie Delano,m,0.66
Gavin Scott,m,1.0
Rebekah Kennedy,f,1.0
Jim Wheat,m,1.0
Paul Haggis,m,1.0
Rana Daggubati,f,0.68
Elliot Cowan,m,0.98
Alec Newman,m,0.97
Pamela Falk,f,1.0
Fernanda Andrade,f,0.99
Joanna Newsom,f,0.99
Destin Daniel Cretton,m,0.8
Craig Wright,m,1.0
Stephen Leather,m,1.0
Alison Bruce,f,0.98
David Hare,m,1.0
MyAnna Buring,f,1.0
Moisés Acevedo,m,0.99
Joe Johnson,m,0.99
André Vippolis,m,0.99
Rafael Cobos,m,1.0
Frank Abagnale Jr.,m,1.0
Philippe de Chauveron,m,1.0
Nobuaki Minegishi,m,0.99
Jim Carrey,m,1.0
Brendan McCarthy,m,1.0
Alan Tudyk,m,1.0
Sam Mendes,m,0.9
Max Minghella,m,0.99
Todd Farmer,m,1.0
Aaron Poole,m,1.0
Ajay Devgn,m,0.99
Koby Rouviere,m,0.96
Allen Coulter,m,0.99
Amber Tamblyn,f,0.99
Rosie Traynor,f,1.0
"John Francis Daley, Jonathan Goldstein",m,1.0
C. Gaby Mitchell,m,0.71
Walter Hill,m,1.0
John Travolta,m,1.0
J.J. Connolly,m,0.89
Robert Patrick,m,1.0
Kaya Wilkins,m,0.77
Daniel Scheinert,m,0.99
Anna Obropta,f,0.99
Mikael Håfström,m,0.99
Óscar Jaenada,m,0.99
Ron J. Friedman,m,0.99
Jarmo Puskala,m,1.0
Tamara Jenkins,f,0.99
John Palladino,m,1.0
Tim Sullivan,m,1.0
Paul Guay,m,1.0
Béla Tarr,m,0.95
Casey Wilson,m,0.6
Sajid Ali,m,0.98
Mark Hamill,m,1.0
Oleg Negin,m,1.0
Stephen Merchant,m,1.0
Peter Hewitt,m,1.0
Greg Rucka,m,1.0
Adam Horowitz,m,0.98
Ashley Eckstein,f,0.95
Artyom Bogucharskiy,m,1.0
Chris Henchy,m,0.91
Lee Sternthal,m,0.75
Imtiaz Ali,m,0.98
Antonin Baudry,m,1.0
Wendy Wells,f,0.99
Roslyn Ruff,f,1.0
Paul Schrader,m,1.0
Laura Ramsey,f,0.99
Milos Samolov,m,0.99
Brett Ratner,m,1.0
Anne Fletcher,f,0.99
Leticia Jimenez,f,0.99
Michael Cody,m,1.0
Güven Kiraç,m,0.97
Jamie Campbell Bower,m,0.66
Phil Hay,m,0.99
Vincent Cassel,m,0.99
Steve Austin,m,1.0
Céline Garcia,f,1.0
Alessandro Camon,m,1.0
Albert Brooks,m,0.99
Christina Hendricks,f,1.0
Oleg Yankovskiy,m,1.0
Mungo McKay,m,0.94
Thomas Horn,m,1.0
Jessica Brown Findlay,f,1.0
Avery Whitted,m,0.52
Joey Kern,m,0.8
Jesse McCartney,m,0.98
Beckam Crawford,m,0.94
Geling Yan,f,0.6
Michael Bay,m,1.0
Neel Sethi,m,0.95
Meg Rosoff,f,0.98
Stewart Williams,m,1.0
Marc-André Grondin,m,1.0
Scott B. Smith,m,1.0
Andrew Jacobs,m,1.0
Ande Parks,m,0.65
Ranveer Singh,m,0.99
Aya Okamoto,f,0.96
Marc Forster,m,1.0
Kirsten Sheridan,f,0.99
"Chris Renaud, Kyle Balda",m,0.91
Dan Stevens,m,0.99
Rae Brunton,f,0.8
Harry Ratchford,m,0.99
Tom Eyen,m,0.99
Bob Barlen,m,0.99
Nikolaj Frobenius,m,1.0
Sara Ali Khan,f,0.98
Deborah Schwartz,f,1.0
Daniel Wu,m,0.99
AnnaSophia Robb,f,1.0
Chesley Sullenberger,m,0.74
Skip Woods,m,0.99
Richard C. Morais,m,1.0
Craig Ferguson,m,1.0
Nobuaki Minegishi,m,0.99
Cédric Klapisch,m,1.0
Kevin Guthrie,m,1.0
Kate DiCamillo,f,0.99
Michael Nilon,m,1.0
Matthew Heineman,m,1.0
J.S. Cardone,m,0.6
Steven Pasquale,m,1.0
Rob Letterman,m,1.0
Jason Isaacs,m,1.0
Alberto Granado,m,1.0
Richard Pyros,m,1.0
Luc Besson,m,0.99
Christopher Markus,m,1.0
David Scarpa,m,1.0
Vlas Parlapanides,m,0.78
Benjamin Walker,m,1.0
"Carlos Saldanha, Mike Thurmeier",m,1.0
Masato Hagiwara,m,1.0
Calista Flockhart,f,0.99
David Hackl,m,1.0
Gina Carano,f,0.99
Avin Manshadi,f,0.54
Jon Spaihts,m,0.99
Christopher Dodd,m,1.0
Aishwarya Rai Bachchan,f,1.0
Jason Filardi,m,1.0
Craig Rosenberg,m,1.0
Alexandre Charlot,m,0.99
Nele Trebs,f,0.93
Lisa Adam,f,1.0
Paul Attanasio,m,1.0
Brit Marling,f,0.85
Omar Avila,m,0.98
Seann William Scott,m,0.92
Jason Keller,m,1.0
Kari Matchett,f,0.86
Angela Robinson,f,1.0
Noah Bean,m,0.97
Joshua Cordes,m,1.0
Carter Jenkins,m,0.93
"Tyler Nilson, Michael Schwartz",m,0.99
Andrea Riseborough,f,0.69
Tatiana De Rosnay,f,0.99
Yash Chopra,m,0.99
Katherine Heigl,f,1.0
Albert Finney,m,0.99
Elan Mastai,m,0.75
Chuck Russell,m,1.0
Rick King,m,1.0
Paul Benjamin,m,1.0
Kerry Washington,f,0.79
Karolina Gruszka,f,0.99
James Frey,m,1.0
Nicholas Hytner,m,1.0
Beau Gadsdon,m,0.92
Takeshi Koike,m,0.99
Gabe Ibáñez,m,0.99
Ronald Everett Capps,m,1.0
Lew Wallace,m,0.75
Mathieu Kassovitz,m,0.99
Mike Carey,m,1.0
Kate Angelo,f,0.99
Matthieu Delaporte,m,1.0
Ronald Zehrfeld,m,1.0
Andrew Gurland,m,1.0
Amanda Silver,f,1.0
Anthony DiBlasi,m,1.0
Cédric Hervet,m,1.0
Mike Flanagan,m,1.0
Mike Newell,m,1.0
Ben Epstein,m,0.98
Nicole Kassell,f,1.0
Nick Schenk,m,0.99
Peter Berg,m,1.0
Samantha Scaffidi,f,0.99
Alexandre Aja,m,0.99
Janel Parrish,f,0.97
Katie Crown,f,1.0
Lajos Koltai,m,0.99
Richelle Mead,f,0.99
Giovanni Boccaccio,m,0.99
Craig Titley,m,1.0
Stel Pavlou,f,0.69
Sebastian Faulks,m,1.0
Carlos Ezquerra,m,1.0
Gael García Bernal,m,0.94
Jeff Tomsic,m,1.0
Ben Lewin,m,0.98
Erica Yates,f,1.0
James Buckley,m,1.0
Leighton Meester,m,0.96
Adam Schindler,m,0.98
Ron Clements,m,0.99
Frank Cottrell Boyce,m,1.0
Charles Randolph,m,1.0
Émile Zola,m,0.89
Anton Yelchin,m,0.99
Dakota Goyo,m,0.68
Igal Naor,m,0.99
Lloyd Owen,m,1.0
Marc Webb,m,1.0
Christopher Dodd,m,1.0
Colin Clark,m,1.0
Bob Balaban,m,0.99
Luke Davies,m,1.0
Emily Baldoni,f,1.0
Cliff Curtis,m,1.0
Todd Farmer,m,1.0
William M. Finkelstein,m,1.0
Irineo Alvarez,m,0.99
Bozhao Wang,m,0.89
Christian Rivers,m,0.99
Scott Eastwood,m,1.0
Daniel Clowes,m,0.99
Robert Harris,m,1.0
Baltasar Kormákur,m,0.99
Shea Adams,f,0.53
Maury Sterling,m,0.84
Stefan Zweig,m,0.99
Michelle Williams,f,1.0
Angelababy,f,0.94
Mila Kunis,f,0.97
Irina Björklund,f,0.99
Tom Hiddleston,m,0.99
Andrew Jacobs,m,1.0
Marc Blucas,m,1.0
Junko Takeuchi,f,0.99
Peter Dinklage,m,1.0
Thomas Lennon,m,1.0
Parker Sawyers,m,0.91
"Cory Edwards, Todd Edwards",m,0.86
Jeff Morris,m,1.0
Michael B. Jordan,m,1.0
David Diamond,m,1.0
Gillian Anderson,f,0.99
Arlin Miller,f,0.63
Larry Sulkis,m,1.0
Daniel Ribeiro,m,0.99
"Cody Cameron, Kris Pearn",m,0.99
Warren Christie,m,1.0
Justin Long,m,0.99
Daniel Radcliffe,m,0.99
Scott Rothman,m,1.0
Jojo Moyes,f,0.53
Vasiliy Grossman,m,1.0
Steven Melching,m,1.0
Frank Langella,m,1.0
Doug Miro,m,1.0
Carrie-Anne Moss,f,1.0
Stephan Elliott,m,1.0
Martina García,f,0.99
Neeraj Vora,m,0.99
Darren Paul Fisher,m,1.0
Jean-Pierre Martins,m,1.0
Larry Fessenden,m,1.0
Lawrence Kasdan,m,0.99
Neil Jordan,m,1.0
Adam Horowitz,m,0.98
Max Landis,m,0.99
Jason Clarke,m,1.0
Cuba Gooding Jr.,m,0.81
Steve Lantz,m,1.0
Ailidh Mackay,f,1.0
James Dormer,m,1.0
David Lindsay-Abaire,m,1.0
Eran Creevy,m,0.97
Lorenza Izzo,f,0.98
Ed Harris,m,0.99
Todd Casey,m,1.0
Yasmine Al Massri,f,0.98
Julien Magnat,m,0.99
Veronika Franz,f,0.99
Jonathan Herman,m,1.0
Andrew Davis,m,1.0
Michael Arias,m,1.0
Sienna Miller,f,0.99
David Franzoni,m,1.0
Gina Torres,f,0.99
Lewis Carroll,m,0.99
Cuca Canals,f,0.92
"Kelly Asbury, Lorna Cook",f,0.91
Gore Verbinski,m,0.57
Kal Penn,m,0.87
Jason A. Micallef,m,1.0
Ross Katz,m,0.93
Joseph Finder,m,0.99
Lars Saabye Christensen,m,1.0
Sam Neill,m,0.9
Tony Jaa,m,0.99
Prakash Kapadia,m,0.99
Shawn Levy,m,0.94
Danny Bage,m,0.96
David Fincher,m,1.0
Sunny Pawar,m,0.76
Robert Sheehan,m,1.0
Yoshihiko Hakamada,m,1.0
Bryan Schulz,m,1.0
Tilda Swinton,f,0.99
Catherine Keener,f,1.0
"Satoshi Kon, Shôgo Furuya",m,1.0
Mike Cerrone,m,1.0
Peter Quilter,m,1.0
Eric Wald,m,1.0
Matthew Michael Carnahan,m,1.0
Stephen Kendrick,m,1.0
Kathleen Rose Perkins,f,1.0
Mena Massoud,f,0.59
François Civil,m,0.99
Bibi Naceri,f,0.79
Todd Edwards,m,1.0
Richard Eyre,m,1.0
Petter Skavlan,m,1.0
Richard Naing,m,1.0
Steve Austin,m,1.0
David Huband,m,1.0
Katie Crown,f,1.0
Tonino Benacquista,m,0.99
Clifton Collins Jr.,m,1.0
Deniz Gamze Ergüven,m,0.59
Paul Borghese,m,1.0
Alice Eve,f,0.99
Ronnie Del Carmen,m,0.92
Michael Gambon,m,1.0
Dave Green,m,1.0
Fernando Meirelles,m,1.0
Arun Prabhu Purushothaman,m,0.99
Josh Miller,m,1.0
Wes Tooke,m,0.99
Don Lake,m,0.99
Henry Ian Cusick,m,0.99
Zoë Heller,f,0.99
Rodrigo Cortés,m,1.0
Jim Mickle,m,1.0
C. Robert Cargill,m,0.71
Paul Conway,m,1.0
Michel Piccoli,m,0.94
"Jeff Schaffer, Alec Berg",m,1.0
Ivan Cotroneo,m,0.99
Adam Pava,m,0.98
Keishi Ohtomo,m,0.99
Scott Beck,m,1.0
Ken Loach,m,0.99
James Isaac,m,1.0
Joseph L. Galloway,m,0.99
Gil Kenan,m,0.96
Joel Hopkins,m,0.99
Carmen Maura,f,0.99
Shirow Masamune,m,0.71
"Alexandre Bustillo, Julien Maury",m,0.99
Bernadette Lafont,f,1.0
Kristen Buckley,f,0.99
Craig Ferguson,m,1.0
Michael Bowen,m,1.0
Clio Barnard,f,0.66
Keiko Niwa,f,0.99
Shannon Hale,f,0.9
Cheryl L. West,f,1.0
Allegra Masters,f,0.99
Jason Dohring,m,1.0
Matt Charman,m,1.0
Brad Bird,m,1.0
Roman Polanski,m,0.99
Paul Newman,m,1.0
Herman Raucher,m,0.99
Lowell Ganz,m,0.99
Robert Knott,m,1.0
Allen Covert,m,0.99
Terry Camilleri,m,0.75
Peter Laird,m,1.0
Melissa Stack,f,1.0
Phillip Noyce,m,1.0
Pierre Morel,m,0.99
David Franzoni,m,1.0
Aaran Thomas,m,0.98
Jeffrey Eugenides,m,1.0
Nick Bakay,m,0.99
Nigel Whitmey,m,1.0
Ali Larter,m,0.95
Len Blum,m,0.65
Frank Baldwin,m,1.0
"Oliver Parker, Barnaby Thompson",m,0.99
Rainn Wilson,f,0.54
John Goodman,m,1.0
Lorelei Linklater,f,0.99
Joseph Friend,m,0.99
Jessica Postigo,f,1.0
Jim Adler,m,1.0
Ken Marino,m,0.99
Santo Cilauro,m,0.98
Caitlyn Rund,f,1.0
Nina Hoss,f,0.98
Robert Mark Kamen,m,1.0
Masako Nozawa,f,0.99
Harrison Ford,m,0.99
Barry Crump,m,0.99
Iain Glen,m,1.0
Steve Wiebe,m,1.0
Charles Brandt,m,1.0
James V. Hart,m,1.0
Stephen Hopkins,m,1.0
Tim Ivey,m,1.0
Michel Piccoli,m,0.94
Vijayendra Prasad,m,1.0
Jack Paglen,m,0.99
Jesse Peretz,m,0.98
Kelly Fremon Craig,f,0.91
Ji-Hyun Jun,f,0.85
Jonathan Frakes,m,1.0
Matthew Stuecken,m,1.0
Adam Scott,m,0.98
Nigel Whitmey,m,1.0
Tamra Davis,f,0.99
Marie-Sophie Ferdane,f,0.98
"Tyler Nilson, Michael Schwartz",m,0.99
James Cromwell,m,1.0
Parker Sawyers,m,0.91
Dominique Blanc,m,0.52
Tom Kane,m,0.99
Vadim Perelman,m,1.0
Bo Zenga,m,0.77
Jennifer Kent,f,1.0
Greg Latter,m,1.0
Ernestine Gilbreth Carey,f,0.99
Ioan Gruffudd,m,0.98
David Gleeson,m,1.0
Justin Simien,m,0.99
Justin Baldoni,m,0.99
Mike Cerrone,m,1.0
Casey Affleck,m,0.6
Troy Nixey,m,1.0
Gary Stretch,m,1.0
Genndy Tartakovsky,m,0.8
Anton Corbijn,m,0.99
Caroline Link,f,1.0
Roland Emmerich,m,1.0
Clint Eastwood,m,1.0
Katie Silberman,f,1.0
Harris Goldberg,m,0.99
Peter Kosminsky,m,1.0
Irena Brignull,f,0.99
Nimrat Kaur,f,0.93
Alicia Vikander,f,0.99
Tom J. Astle,m,0.99
Bruce Porter,m,1.0
Jay Lavender,m,0.97
Aniruddha Roy Chowdhury,m,1.0
Rochelle Aytes,f,1.0
Alex Tse,m,0.95
Bruce Willis,m,1.0
Don Jakoby,m,0.99
Nicole Kidman,f,1.0
Justin Lin,m,0.99
Chiara D'Anna,f,1.0
Malcolm D. Lee,m,1.0
Andrew Stanton,m,1.0
Fina Torres,f,0.99
Warren Christie,m,1.0
Karra Elejalde,f,0.89
Rafael Cobos,m,1.0
Stephen Lang,m,1.0
Louis Sachar,m,0.99
Ewan McGregor,m,0.98
Claude Chabrol,m,0.93
Harald Rosenløw-Eeg,m,1.0
Alan Cumming,m,1.0
Mitchell Lichtenstein,m,0.99
John Hollingworth,m,1.0
Ben Roberts,m,0.98
Alexi Kaye Campbell,m,0.84
Alicia Silverstone,f,0.99
Rick Springfield,m,1.0
Krzysztof Majchrzak,m,1.0
Deborah Kaplan,f,1.0
Germano Zullo,m,0.99
Ray Stevenson,m,0.98
Cressida Cowell,f,0.98
Nisha Ganatra,f,0.98
Daniel Stiepleman,m,0.99
Maria von Heland,f,0.99
Doug Liman,m,1.0
Keishi Ohtomo,m,0.99
Rick Famuyiwa,m,1.0
Jamie Linden,m,0.66
Fayssal Bazzi,m,0.98
Vanessa Hudgens,f,0.99
John Carney,m,1.0
"Tom Tykwer, Lana Wachowski",m,0.99
Jeff VanderMeer,m,1.0
Marc Rocco,m,1.0
Stacey LaBerge,f,0.96
László Krasznahorkai,m,0.99
Gregory Hoblit,m,1.0
Adam Sandler,m,0.98
Junpei Mizusaki,m,0.99
Faisa Hassan,f,0.8
LL Cool J,m,0.5
"Stephen Hillenburg, Mark Osborne",m,1.0
Trine Dyrholm,f,0.97
Chris Messina,m,0.91
Josh Hamilton,m,1.0
Neil Gordon,m,1.0
Paul King,m,1.0
Tom Shadyac,m,0.99
William Goldman,m,1.0
Byron Minns,m,1.0
"Makoto Shinkai, Yoshio Suzuki",m,0.97
Falk Hentschel,m,0.97
Jack Madigan,m,0.99
Wataru Takagi,m,1.0
Jon M. Chu,m,0.99
Clara Lago,f,0.99
Rani Mukerji,f,0.72
Doga Zeynep Doguslu,f,0.57
"Yarrow Cheney, Scott Mosier",f,0.54
Denys Arcand,m,0.8
Ivan Cotroneo,m,0.99
"Glenn Ficarra, John Requa",m,1.0
Leigh Dunlap,f,0.67
Jane Hawking,f,0.99
Zachary Donohue,m,1.0
Sofia Buenaventura,f,0.99
Laeta Kalogridis,f,0.88
Rachel Dratch,f,1.0
"Yannick Dahan, Benjamin Rocher",m,0.98
Christina Hendricks,f,1.0
George Hickenlooper,m,0.99
Saskia Rosendahl,f,0.99
Joshua Marston,m,1.0
Nelson McCormick,m,0.99
Violante Placido,f,0.85
Rusty Firmin,m,0.95
Nicola Yoon,m,0.81
Alan Rickman,m,1.0
Logan Lerman,m,0.93
Tim Macy,m,1.0
Ayane Sakura,f,0.93
Eric Darnell,m,1.0
Joachim Rønning,m,1.0
Paul Benjamin,m,1.0
Trey Parker,m,0.99
Justin Kurzel,m,0.99
Enki Bilal,m,0.68
Robert Cardone,m,1.0
Al Pacino,m,0.94
Keir Pearson,m,0.95
Howard Himelstein,m,1.0
Steve Bendelack,m,1.0
Kangana Ranaut,f,0.76
John Boyne,m,1.0
Alek Keshishian,m,0.92
Ruth Wilson,f,1.0
Kate Gunzinger,f,0.99
Asa Butterfield,m,0.62
Brad Desch,m,1.0
Kwang-young Choi,m,1.0
Jaideep Sahni,m,1.0
Pierre Drieu La Rochelle,m,0.99
Will McRobb,m,0.99
Jack Gore,m,0.99
Mark O'Keefe,m,1.0
Jon Knautz,m,0.99
Ben Batt,m,0.98
Scott Mann,m,1.0
Michael Engler,m,1.0
Sergey Snezhkin,m,1.0
Bill Bailey,m,1.0
Ken Campbell,m,0.99
Vasiliy Grossman,m,1.0
Owen Wilson,m,0.99
Chris Jai Alex,m,0.91
Stephen Leather,m,1.0
Christopher Landon,m,1.0
Wain Fimeri,m,0.93
Tony Gilroy,m,0.99
Pádraic Delaney,m,1.0
Steve Oram,m,1.0
Paul Mayeda Berges,m,1.0
Kim Caramele,f,0.75
Dave Franco,m,1.0
Mark Steven Johnson,m,1.0
Karen Leigh Hopkins,f,0.99
Jan Kounen,m,0.89
Ulli Lommel,f,0.54
Shameik Moore,m,0.73
Derek Richardson,m,1.0
Amy Aquino,f,0.99
Jack Huston,m,0.99
Jeff Hammond,m,1.0
Ben Chandler,m,0.98
Bruna González,f,1.0
Paula Mazur,f,0.99
David Rabinowitz,m,1.0
Arnold Schwarzenegger,m,0.99
Vincent Perez,m,0.99
Thom Enriquez,m,0.99
David Ryall,m,1.0
Amy Acker,f,0.99
Kristin Scott Thomas,f,1.0
Jan Sardi,m,0.89
Martin McDonagh,m,0.99
Diana Silvers,f,0.99
Robert Rodat,m,1.0
Dave Sheridan,m,1.0
John Polson,m,1.0
Felicity Mason,f,0.99
David Kajganich,m,1.0
Romanthony,m,1.0
Karl Gajdusek,m,0.99
Kanye West,m,0.88
Brandon T. Jackson,m,1.0
Liam Aiken,m,0.99
Soleil McGhee,f,0.76
Virginie Despentes,f,0.99
Gavin Scott,m,1.0
Kristine Johnson,f,1.0
Joe Ksander,m,0.99
Kristine Froseth,f,1.0
Vincent Cassel,m,0.99
Patrick Brice,m,1.0
T.J. Dawe,m,0.96
Hayden Schlossberg,m,0.91
Qi Shu,m,0.85
"Danny Pang, Oxide Chun Pang",m,0.96
Sándor Zsótér,m,0.99
Ann Brashares,f,0.99
Mennan Yapo,m,0.95
Jeffrey Blitz,m,1.0
Brett Haley,m,1.0
Megumi Ogata,f,0.99
Martina García,f,0.99
Prasoon Joshi,m,0.97
"Anthony Russo, Joe Russo",m,1.0
Rupert Holmes,m,1.0
Chad Bannon,m,1.0
Bill Marsilii,m,1.0
Joshua Marston,m,1.0
David Strathairn,m,1.0
Taylor Kitsch,f,0.6
Tristan Carné,m,0.98
Matt Walsh,m,1.0
Vince Locke,m,0.99
Aisha Takow,f,0.98
Sandra Vo-Anh,f,0.99
Imogen Poots,f,1.0
David Kerr,m,1.0
Justin Zackham,m,0.99
Bridget Fonda,f,1.0
Rochelle Aytes,f,1.0
Pat O'Connor,m,0.51
James Keane,m,1.0
Gage Lansky,m,0.99
Paul Feig,m,1.0
Simon West,m,0.99
Alice Addison,f,0.99
Samuel Anderson,m,0.99
"Bibo Bergeron, Vicky Jenson",m,0.78
Jonathan Glazer,m,1.0
Adam Pascal,m,0.98
Robert Jauregui,m,1.0
Jonathan Frank,m,1.0
